id,scientific_name,genus,species,author,synonyms,common_names,created_at,updated_at
4755,Dactylorhiza x kernerorum ssp. ampolai (Hautz.) Eccarius,Dactylorhiza,x kernerorum,,,,2025-09-07 07:08:51.177018,2025-09-07 07:08:51.177021
4756,Dactylorhiza x kernerorum ssp. lillsundica (Kreutz) Oddone,Dactylorhiza,x kernerorum,,,,2025-09-07 07:08:51.216271,2025-09-07 07:08:51.216273
4757,Dactylorhiza x kernerorum ssp. variabilis (Hesl.-Harr.) P. D. Sell,Dactylorhiza,x kernerorum,,,,2025-09-07 07:08:51.256957,2025-09-07 07:08:51.25696
4758,Dactylorhiza x komiensis Aver.,Dactylorhiza,x komiensis,,,,2025-09-07 07:08:51.296363,2025-09-07 07:08:51.296366
4759,Dactylorhiza x kopdagiana H. Baumann,Dactylorhiza,x kopdagiana,,,,2025-09-07 07:08:51.335864,2025-09-07 07:08:51.335867
4760,Dactylorhiza x koutsourana B. Willing & E. Willing,Dactylorhiza,x koutsourana,,,,2025-09-07 07:08:51.375079,2025-09-07 07:08:51.375098
4761,Dactylorhiza x kuehnensis Presser & Riech.,Dactylorhiza,x kuehnensis,,,,2025-09-07 07:08:51.414472,2025-09-07 07:08:51.414475
4762,Dactylorhiza x kuuskiae E. Breiner & R. Breiner,Dactylorhiza,x kuuskiae,,,,2025-09-07 07:08:51.454398,2025-09-07 07:08:51.454401
4763,Dactylorhiza x latirella (P. M. Hall) Soó,Dactylorhiza,x latirella,,,,2025-09-07 07:08:51.493613,2025-09-07 07:08:51.493616
4764,Dactylorhiza x maculatiformis (Rouy) Borsos & Soó,Dactylorhiza,x maculatiformis,,,,2025-09-07 07:08:51.53454,2025-09-07 07:08:51.534543
4765,Dactylorhiza x megapolitana (Bisse) Soó,Dactylorhiza,x megapolitana,,,,2025-09-07 07:08:51.574115,2025-09-07 07:08:51.574119
4766,Dactylorhiza x metsowonensis B. Baumann & H. Baumann,Dactylorhiza,x metsowonensis,,,,2025-09-07 07:08:51.614819,2025-09-07 07:08:51.614822
4767,Dactylorhiza x mixta (Asch. & Graebn.) B. Bock,Dactylorhiza,x mixta,,,,2025-09-07 07:08:51.654407,2025-09-07 07:08:51.65441
4768,Dactylorhiza x mortonii (Druce) Soó,Dactylorhiza,x mortonii,,,,2025-09-07 07:08:51.693892,2025-09-07 07:08:51.693894
4769,Dactylorhiza x nevskii H. Baumann & Künkele,Dactylorhiza,x nevskii,,,,2025-09-07 07:08:51.733218,2025-09-07 07:08:51.733221
4770,Dactylorhiza x ornonensis (G. Keller & Jeanj.) Soó,Dactylorhiza,x ornonensis,,,,2025-09-07 07:08:51.772498,2025-09-07 07:08:51.772502
4771,Dactylorhiza x panoramica Willing,Dactylorhiza,x panoramica,,,,2025-09-07 07:08:51.812386,2025-09-07 07:08:51.812389
4772,Dactylorhiza x paridaeniana Kreutz,Dactylorhiza,x paridaeniana,,,,2025-09-07 07:08:51.852765,2025-09-07 07:08:51.852768
4773,Dactylorhiza x perez-chiscanoi F. M. Vázquez,Dactylorhiza,x perez-chiscanoi,,,,2025-09-07 07:08:51.891924,2025-09-07 07:08:51.891927
4774,Dactylorhiza x predaensis (Gsell) Soó ex Rauschert,Dactylorhiza,x predaensis,,,,2025-09-07 07:08:51.931617,2025-09-07 07:08:51.93162
4775,Dactylorhiza x prochazkana Businsky,Dactylorhiza,x prochazkana,,,,2025-09-07 07:08:51.971313,2025-09-07 07:08:51.971316
4776,Dactylorhiza x reitaluae Hennecke,Dactylorhiza,x reitaluae,,,,2025-09-07 07:08:52.013787,2025-09-07 07:08:52.01379
4777,Dactylorhiza x renzii H. Baumann & Künkele,Dactylorhiza,x renzii,,,,2025-09-07 07:08:52.054725,2025-09-07 07:08:52.054729
4778,Dactylorhiza x rizeana Renz & Taubenheim,Dactylorhiza,x rizeana,,,,2025-09-07 07:08:52.09518,2025-09-07 07:08:52.095184
4779,Dactylorhiza x rombucina (Cif. & Giacom.) Soó,Dactylorhiza,x rombucina,,,,2025-09-07 07:08:52.141817,2025-09-07 07:08:52.141821
4780,Dactylorhiza x ruppertii (M. Schultze) Borsos & Soó,Dactylorhiza,x ruppertii,,,,2025-09-07 07:08:52.181794,2025-09-07 07:08:52.181797
4781,Dactylorhiza x salictina B. Willing & E. Willing,Dactylorhiza,x salictina,,,,2025-09-07 07:08:52.222733,2025-09-07 07:08:52.222736
4782,Dactylorhiza x samnaunensis (Gsell) Soó,Dactylorhiza,x samnaunensis,,,,2025-09-07 07:08:52.262207,2025-09-07 07:08:52.26221
4783,Dactylorhiza x serbica (H. Fleischm.) Soó,Dactylorhiza,x serbica,,,,2025-09-07 07:08:52.304132,2025-09-07 07:08:52.304136
4784,Dactylorhiza x serreana H. Baumann,Dactylorhiza,x serreana,,,,2025-09-07 07:08:52.343671,2025-09-07 07:08:52.343675
4785,Dactylorhiza x sivasiana Baumann & Künkele ex Renz & Taubenheim,Dactylorhiza,x sivasiana,,,,2025-09-07 07:08:52.383307,2025-09-07 07:08:52.383311
4786,Dactylorhiza x sooi (Ruppert ex Soó) Soó,Dactylorhiza,x sooi,,,,2025-09-07 07:08:52.423223,2025-09-07 07:08:52.423226
4787,Dactylorhiza x souflikensis B. Willing & E. Willing,Dactylorhiza,x souflikensis,,,,2025-09-07 07:08:52.463248,2025-09-07 07:08:52.463254
4788,Dactylorhiza x stagni-novi D. Tyteca & Gathoye,Dactylorhiza,x stagni-novi,,,,2025-09-07 07:08:52.507664,2025-09-07 07:08:52.507667
4789,Dactylorhiza x stenostachys ssp. stenostachys (Murr) Rauschert,Dactylorhiza,x stenostachys,,,,2025-09-07 07:08:52.546905,2025-09-07 07:08:52.546908
4790,Dactylorhiza x stenostachys ssp. lehmannii (Klinge) Eccarius,Dactylorhiza,x stenostachys,,,,2025-09-07 07:08:52.586589,2025-09-07 07:08:52.586593
4791,Dactylorhiza x stenostachys ssp. stenkyrkae (Hautz.) Eccarius,Dactylorhiza,x stenostachys,,,,2025-09-07 07:08:52.631382,2025-09-07 07:08:52.631384
4792,Dactylorhiza x subalpina Anghelescu,Dactylorhiza,x subalpina,,,,2025-09-07 07:08:52.672205,2025-09-07 07:08:52.672208
4793,Dactylorhiza x surensis (Gsell) Soó,Dactylorhiza,x surensis,,,,2025-09-07 07:08:52.711511,2025-09-07 07:08:52.711514
4794,Dactylorhiza x szaboiana (Soó) Soó,Dactylorhiza,x szaboiana,,,,2025-09-07 07:08:52.750501,2025-09-07 07:08:52.750503
4795,Dactylorhiza x transiens ssp. transiens (Druce) Soó,Dactylorhiza,x transiens,,,,2025-09-07 07:08:52.789135,2025-09-07 07:08:52.789137
4796,Dactylorhiza x transiens ssp. corylensis (Hesl.-Harr.) P. D. Sell,Dactylorhiza,x transiens,,,,2025-09-07 07:08:52.828007,2025-09-07 07:08:52.828009
4797,Dactylorhiza x turcestanica (G. Keller & Soó) Oddone,Dactylorhiza,x turcestanica,,,,2025-09-07 07:08:52.867145,2025-09-07 07:08:52.867147
4798,Dactylorhiza x vallis-peenae Kümpel,Dactylorhiza,x vallis-peenae,,,,2025-09-07 07:08:52.905828,2025-09-07 07:08:52.90583
4799,Dactylorhiza x venusta ssp. venusta (T. Stephenson & T. A. Stephenson) Soó,Dactylorhiza,x venusta,,,,2025-09-07 07:08:52.945393,2025-09-07 07:08:52.945397
4800,Dactylorhiza x venusta ssp. hebridella (Wilmott) P. D. Sell,Dactylorhiza,x venusta,,,,2025-09-07 07:08:52.985985,2025-09-07 07:08:52.985988
4801,Dactylorhiza x vermeuleniana Soó,Dactylorhiza,x vermeuleniana,,,,2025-09-07 07:08:53.025769,2025-09-07 07:08:53.025772
4802,Dactylorhiza x vermeuleniana Soó var. senayi (Alleiz.) Kümpel,Dactylorhiza,x vermeuleniana,,,,2025-09-07 07:08:53.066766,2025-09-07 07:08:53.066769
4803,Dactylorhiza x vermeuleniana Soó var. townsendiana (Rouy) Kümpel,Dactylorhiza,x vermeuleniana,,,,2025-09-07 07:08:53.106776,2025-09-07 07:08:53.106778
4804,Dactylorhiza x viridella (Hesl.-Harr.) Oddone,Dactylorhiza,x viridella,,,,2025-09-07 07:08:53.147064,2025-09-07 07:08:53.147067
4805,Dactylorhiza x vitosana H. Baumann,Dactylorhiza,x vitosana,,,,2025-09-07 07:08:53.190039,2025-09-07 07:08:53.190041
4806,Dactylorhiza x vogtiana H. Baumann,Dactylorhiza,x vogtiana,,,,2025-09-07 07:08:53.229167,2025-09-07 07:08:53.22917
4807,Dactylorhiza x vorasica B. Willing & E. Willing,Dactylorhiza,x vorasica,,,,2025-09-07 07:08:53.268599,2025-09-07 07:08:53.268603
4808,Dactylorhiza x weissenbachiana Perko,Dactylorhiza,x weissenbachiana,,,,2025-09-07 07:08:53.307967,2025-09-07 07:08:53.30797
4809,Dactylorhiza x wiefelspuetziana D. Tyteca,Dactylorhiza,x wiefelspuetziana,,,,2025-09-07 07:08:53.348433,2025-09-07 07:08:53.348436
4810,Gymnadenia R. Br.,Gymnadenia,R. Br.,,,,2025-09-07 07:08:53.387521,2025-09-07 07:08:53.387524
4811,Gymnadenia bicornis Tang & K. Y. Lang,Gymnadenia,bicornis Tang,,,,2025-09-07 07:08:53.427502,2025-09-07 07:08:53.427504
4812,Gymnadenia borealis (Druce) R. M. Bateman,Gymnadenia,borealis Druce,,,,2025-09-07 07:08:53.467078,2025-09-07 07:08:53.467104
4813,Gymnadenia conopsea (L.) R. Br.,Gymnadenia,conopsea L.,,,,2025-09-07 07:08:53.508801,2025-09-07 07:08:53.508803
4814,Gymnadenia conopsea (L.) R. Br. var. aestivalis W. Foelsche,Gymnadenia,conopsea L.,,,,2025-09-07 07:08:53.557035,2025-09-07 07:08:53.557037
4816,Gymnadenia conopsea (L.) R. Br. var. euroalpina W. Foelsche,Gymnadenia,conopsea L.,,,,2025-09-07 07:08:53.635647,2025-09-07 07:08:53.635649
4817,Gymnadenia conopsea (L.) R. Br. var. graminea (Dworschak) Kreutz,Gymnadenia,conopsea L.,,,,2025-09-07 07:08:53.67521,2025-09-07 07:08:53.675212
4818,Gymnadenia conopsea (L.) R. Br. var. serotina Schönh.,Gymnadenia,conopsea L.,,,,2025-09-07 07:08:53.714614,2025-09-07 07:08:53.714617
4819,Gymnadenia crassinervis Finet,Gymnadenia,crassinervis Finet,,,,2025-09-07 07:08:53.753615,2025-09-07 07:08:53.753618
4820,Gymnadenia densiflora ssp. densiflora (Wahlenb.) A. Dietr.,Gymnadenia,densiflora ssp.,,,,2025-09-07 07:08:53.792354,2025-09-07 07:08:53.792356
4821,Gymnadenia densiflora var. montana (Bisse) Kreutz,Gymnadenia,densiflora,,,,2025-09-07 07:08:53.831064,2025-09-07 07:08:53.831067
4822,Gymnadenia densiflora var. neglecta (Vöth) Kreutz,Gymnadenia,densiflora,,,,2025-09-07 07:08:53.870434,2025-09-07 07:08:53.870437
4823,Gymnadenia densiflora var. splendida (Dworschak) comb. ined.,Gymnadenia,densiflora,,,,2025-09-07 07:08:53.910992,2025-09-07 07:08:53.910995
4824,Gymnadenia densiflora var. odorata (Dworschak) comb. ined.,Gymnadenia,densiflora,,,,2025-09-07 07:08:53.949811,2025-09-07 07:08:53.949814
4825,Gymnadenia densiflora ssp. friesica (Schltr.) R. M. Bateman & Denholm,Gymnadenia,densiflora ssp.,,,,2025-09-07 07:08:53.988826,2025-09-07 07:08:53.988829
4826,Gymnadenia emeiensis K. Y. Lang,Gymnadenia,emeiensis K.,,,,2025-09-07 07:08:54.027293,2025-09-07 07:08:54.027295
4827,Gymnadenia frivaldii Hampe ex Griseb.,Gymnadenia,frivaldii Hampe,,,,2025-09-07 07:08:54.066538,2025-09-07 07:08:54.066541
4828,Gymnadenia odoratissima (L.) Rich.,Gymnadenia,odoratissima L.,,,,2025-09-07 07:08:54.10582,2025-09-07 07:08:54.105823
4829,Gymnadenia odoratissima (L.) Rich. var. idae Goiran,Gymnadenia,odoratissima L.,,,,2025-09-07 07:08:54.145127,2025-09-07 07:08:54.14513
4830,Gymnadenia odoratissima (L.) Rich. var. longicalcarata (C. E. Hermos. & Sabando) Kreutz,Gymnadenia,odoratissima L.,,,,2025-09-07 07:08:54.183969,2025-09-07 07:08:54.183971
4831,Gymnadenia odoratissima (L.) Rich. var. pyrenaica (Philippe) P. Delforge,Gymnadenia,odoratissima L.,,,,2025-09-07 07:08:54.222976,2025-09-07 07:08:54.222978
4832,Gymnadenia orchidis Lindl.,Gymnadenia,orchidis Lindl.,,,,2025-09-07 07:08:54.263584,2025-09-07 07:08:54.263587
4833,Gymnadenia x intermedia Peterm.,Gymnadenia,x intermedia,,,,2025-09-07 07:08:54.302921,2025-09-07 07:08:54.302923
4834,Nigritella Rich.,Nigritella,Rich.,,,,2025-09-07 07:08:54.342214,2025-09-07 07:08:54.342217
4835,Nigritella bicolor W. Foelsche,Nigritella,bicolor W.,,,,2025-09-07 07:08:54.385268,2025-09-07 07:08:54.38527
4836,Nigritella carniolica W. Foelsche,Nigritella,carniolica W.,,,,2025-09-07 07:08:54.42677,2025-09-07 07:08:54.426774
4837,Nigritella corneliana Beauverd,Nigritella,corneliana Beauverd,,,,2025-09-07 07:08:54.466158,2025-09-07 07:08:54.466162
4838,Nigritella corneliana Beauverd var. bourneriasii (E. Breiner & R. Breiner) E. Klein,Nigritella,corneliana Beauverd,,,,2025-09-07 07:08:54.505195,2025-09-07 07:08:54.505198
4839,Nigritella dulnigiana W. Foelsche,Nigritella,dulnigiana W.,,,,2025-09-07 07:08:54.544033,2025-09-07 07:08:54.544036
4840,Nigritella graciliflora W. Foelsche,Nigritella,graciliflora W.,,,,2025-09-07 07:08:54.584602,2025-09-07 07:08:54.584606
4841,Nigritella karawankarum W. Foelsche,Nigritella,karawankarum W.,,,,2025-09-07 07:08:54.623624,2025-09-07 07:08:54.623626
4842,Nigritella kossutensis W. Foelsche,Nigritella,kossutensis W.,,,,2025-09-07 07:08:54.662627,2025-09-07 07:08:54.662629
4843,Nigritella mauriennsis W. Foelsche,Nigritella,mauriennsis W.,,,,2025-09-07 07:08:54.701822,2025-09-07 07:08:54.701825
4844,Nigritella nigra ssp. nigra (L.) Rchb.f.,Nigritella,nigra ssp.,,,,2025-09-07 07:08:54.741604,2025-09-07 07:08:54.741606
4845,Nigritella nigra ssp. austriaca Teppner & E. Klein,Nigritella,nigra ssp.,,,,2025-09-07 07:08:54.780617,2025-09-07 07:08:54.78062
4846,Nigritella nigra ssp. bucegiana Hedrén,Nigritella,nigra ssp.,,,,2025-09-07 07:08:54.819239,2025-09-07 07:08:54.819241
4847,Nigritella nigra ssp. carpatica (Zapal.) H. Baumann & R. Lorenz,Nigritella,nigra ssp.,,,,2025-09-07 07:08:54.858308,2025-09-07 07:08:54.85831
4848,Nigritella nigra ssp. gallica E. Breiner & R. Breiner,Nigritella,nigra ssp.,,,,2025-09-07 07:08:54.897178,2025-09-07 07:08:54.89718
4849,Nigritella nigra ssp. iberica Teppner & E. Klein,Nigritella,nigra ssp.,,,,2025-09-07 07:08:54.936159,2025-09-07 07:08:54.936161
4850,Nigritella nigra ssp. lithopolitanica (Ravnik) H. Baumann & R. Lorenz,Nigritella,nigra ssp.,,,,2025-09-07 07:08:54.975735,2025-09-07 07:08:54.975738
4851,Nigritella ravnikii W. Foelsche,Nigritella,ravnikii W.,,,,2025-09-07 07:08:55.014818,2025-09-07 07:08:55.01482
4852,Nigritella rhellicani ssp. rhellicani Teppner & E. Klein,Nigritella,rhellicani ssp.,,,,2025-09-07 07:08:55.053578,2025-09-07 07:08:55.05358
4853,Nigritella rhellicani ssp. cenisia (G. Foelsche,Nigritella,rhellicani ssp.,,,,2025-09-07 07:08:55.092495,2025-09-07 07:08:55.092497
4854,Nigritella rhellicani ssp. gabasiana (Teppner & E. Klein) Kreutz,Nigritella,rhellicani ssp.,,,,2025-09-07 07:08:55.13133,2025-09-07 07:08:55.131332
4855,Nigritella rubra ssp. rubra (Wettst.) K. Richt.,Nigritella,rubra ssp.,,,,2025-09-07 07:08:55.17046,2025-09-07 07:08:55.170463
4856,Nigritella rubra var. minor (W. Foelsche & Zernig) H. Kretzschmar,Nigritella,rubra,,,,2025-09-07 07:08:55.209809,2025-09-07 07:08:55.209811
4857,Nigritella rubra ssp. buschmanniae (Teppner & Ster) H. Baumann & R. Lorenz,Nigritella,rubra ssp.,,,,2025-09-07 07:08:55.24923,2025-09-07 07:08:55.249233
4858,Nigritella rubra ssp. dolomitensis (Teppner & E. Klein) D. Wenker & S. Wenker,Nigritella,rubra ssp.,,,,2025-09-07 07:08:55.289756,2025-09-07 07:08:55.289759
4859,Nigritella rubra ssp. archiducis-johannis (Teppner & E. Klein) H. Baumann & R. Lorenz,Nigritella,rubra ssp.,,,,2025-09-07 07:08:55.329336,2025-09-07 07:08:55.329338
4860,Nigritella rubra ssp. hygrophila (W. Foelsche & Heidtke) comb. ined.,Nigritella,rubra ssp.,,,,2025-09-07 07:08:55.368044,2025-09-07 07:08:55.368047
4861,Nigritella rubra ssp. stiriaca (Rech.) H. Baumann & R. Lorenz,Nigritella,rubra ssp.,,,,2025-09-07 07:08:55.407468,2025-09-07 07:08:55.407472
4862,Nigritella savogiensis W. Foelsche,Nigritella,savogiensis W.,,,,2025-09-07 07:08:55.447041,2025-09-07 07:08:55.447044
4863,Nigritella sulzeri W. Foelsche,Nigritella,sulzeri W.,,,,2025-09-07 07:08:55.486788,2025-09-07 07:08:55.486792
4864,Nigritella widderi Teppner & E. Klein,Nigritella,widderi Teppner,,,,2025-09-07 07:08:55.526649,2025-09-07 07:08:55.526652
4865,Nigritella suceveana Kreutz,Nigritella,suceveana Kreutz,,,,2025-09-07 07:08:55.566024,2025-09-07 07:08:55.566027
4866,Nigritella x eggeriana (O. Gerbaud) W. Foelsche,Nigritella,x eggeriana,,,,2025-09-07 07:08:55.60541,2025-09-07 07:08:55.605413
4867,Nigritella x foelscheana R. Wüest,Nigritella,x foelscheana,,,,2025-09-07 07:08:55.645709,2025-09-07 07:08:55.645712
4868,Nigritella x fohringeri Griebl,Nigritella,x fohringeri,,,,2025-09-07 07:08:55.684973,2025-09-07 07:08:55.684975
4869,Nigritella x hennigsiana R. Wüest,Nigritella,x hennigsiana,,,,2025-09-07 07:08:55.725676,2025-09-07 07:08:55.725681
4870,Nigritella x petzenensis F. Fohringer & Redl,Nigritella,x petzenensis,,,,2025-09-07 07:08:55.770381,2025-09-07 07:08:55.770385
4871,Nigritella x robatschiana (O. Gerbaud & W. Foelsche) W. Foelsche,Nigritella,x robatschiana,,,,2025-09-07 07:08:55.811314,2025-09-07 07:08:55.811317
4872,Nigritella x teppneri W. Foelsche,Nigritella,x teppneri,,,,2025-09-07 07:08:55.850352,2025-09-07 07:08:55.850355
4873,Nigritella x wettsteiniana (O. Abel) Asch. & Graebn.,Nigritella,x wettsteiniana,,,,2025-09-07 07:08:55.889807,2025-09-07 07:08:55.889809
4874,Nigritella x wulfeniana M.Gerbaud & O.Gerbaud,Nigritella,x wulfeniana,,,,2025-09-07 07:08:55.928653,2025-09-07 07:08:55.928655
4875,Sirindhornia H. A. Pedersen & Suksathan,Sirindhornia,H. A.,,,,2025-09-07 07:08:55.968758,2025-09-07 07:08:55.968761
4876,Sirindhornia mirabilis H. A. Pedersen & Suksathan,Sirindhornia,mirabilis H.,,,,2025-09-07 07:08:56.008543,2025-09-07 07:08:56.008547
4877,Sirindhornia monophylla (Collett & Hemsl.) H. A. Pedersen & Suksathan,Sirindhornia,monophylla Collett,,,,2025-09-07 07:08:56.047923,2025-09-07 07:08:56.047926
4878,Sirindhornia pulchella H. A. Pedersen & Indham.,Sirindhornia,pulchella H.,,,,2025-09-07 07:08:56.087214,2025-09-07 07:08:56.087216
4879,Sirindhornia x khaohuamotensis J. M. H. Shaw,Sirindhornia,x khaohuamotensis,,,,2025-09-07 07:08:56.126253,2025-09-07 07:08:56.126255
4880,Hemipilia Lindl.,Hemipilia,Lindl.,,,,2025-09-07 07:08:56.165063,2025-09-07 07:08:56.165066
4881,Hemipilia alpestris (Fukuy.) Y. Tang & H. Peng,Hemipilia,alpestris Fukuy.,,,,2025-09-07 07:08:56.205918,2025-09-07 07:08:56.205921
4882,Hemipilia amplexifolia (Tang & F. T. Wang) Y. Tang & H. Peng,Hemipilia,amplexifolia Tang,,,,2025-09-07 07:08:56.244755,2025-09-07 07:08:56.244758
4883,Hemipilia avisoides Y. Tang,Hemipilia,avisoides Y.,,,,2025-09-07 07:08:56.284198,2025-09-07 07:08:56.284202
4884,Hemipilia basifoliata (Finet) Y. Tang & H. Peng,Hemipilia,basifoliata Finet,,,,2025-09-07 07:08:56.332506,2025-09-07 07:08:56.332509
4885,Hemipilia bidupense Aver.,Hemipilia,bidupense Aver.,,,,2025-09-07 07:08:56.371705,2025-09-07 07:08:56.371708
4886,Hemipilia bifoliata (Tang & F. T. Wang) Y. Tang & H. Peng,Hemipilia,bifoliata Tang,,,,2025-09-07 07:08:56.410484,2025-09-07 07:08:56.410487
4887,Hemipilia brevicalcarata Finet,Hemipilia,brevicalcarata Finet,,,,2025-09-07 07:08:56.449412,2025-09-07 07:08:56.449415
4888,Hemipilia calcicola (W. W. Sm.) Y. Tang & H. Peng,Hemipilia,calcicola W.,,,,2025-09-07 07:08:56.48862,2025-09-07 07:08:56.488623
4889,Hemipilia calophylla C. S. P. Parish & Rchb.f.,Hemipilia,calophylla C.,,,,2025-09-07 07:08:56.527672,2025-09-07 07:08:56.527674
4890,Hemipilia camptoceras (Rolfe ex Hemsl.) Y. Tang & H. Peng,Hemipilia,camptoceras Rolfe,,,,2025-09-07 07:08:56.580342,2025-09-07 07:08:56.580344
4891,Hemipilia capitata (Tang & F. T. Wang) Y. Tang & H. Peng,Hemipilia,capitata Tang,,,,2025-09-07 07:08:56.619446,2025-09-07 07:08:56.619448
4892,Hemipilia chidori (Makino) Y. Tang,Hemipilia,chidori Makino,,,,2025-09-07 07:08:56.659303,2025-09-07 07:08:56.659306
4893,Hemipilia chusua (D. Don) Y. Tang & H. Peng,Hemipilia,chusua D.,,,,2025-09-07 07:08:56.702873,2025-09-07 07:08:56.702876
4894,Hemipilia compacta (Schltr.) Y. Tang & H. Peng,Hemipilia,compacta Schltr.,,,,2025-09-07 07:08:56.743957,2025-09-07 07:08:56.743961
4895,Hemipilia cordifolia (Lindl. ex Wall.) Lindl.,Hemipilia,cordifolia Lindl.,,,,2025-09-07 07:08:56.783397,2025-09-07 07:08:56.7834
4896,Hemipilia crassicalcarata Chien,Hemipilia,crassicalcarata Chien,,,,2025-09-07 07:08:56.824008,2025-09-07 07:08:56.824011
4897,Hemipilia crenulata (Soó) Y. Tang & H. Peng,Hemipilia,crenulata Soó,,,,2025-09-07 07:08:56.863736,2025-09-07 07:08:56.863739
4898,Hemipilia cucullata (L.) Y. Tang,Hemipilia,cucullata L.,,,,2025-09-07 07:08:56.902887,2025-09-07 07:08:56.902889
4899,Hemipilia discolor Aver. & Averyanova,Hemipilia,discolor Aver.,,,,2025-09-07 07:08:56.942309,2025-09-07 07:08:56.942313
4900,Hemipilia dolichocentra (Tang,Hemipilia,dolichocentra Tang,,,,2025-09-07 07:08:56.981974,2025-09-07 07:08:56.981977
4901,Hemipilia exilis (Ames & Schltr.) Y. Tang & H. Peng,Hemipilia,exilis Ames,,,,2025-09-07 07:08:57.024728,2025-09-07 07:08:57.024731
4902,Hemipilia faberi (Rolfe) Y. Tang & H. Peng,Hemipilia,faberi Rolfe,,,,2025-09-07 07:08:57.064754,2025-09-07 07:08:57.064757
4903,Hemipilia farreri (Schltr.) Y. Tang & H. Peng,Hemipilia,farreri Schltr.,,,,2025-09-07 07:08:57.103961,2025-09-07 07:08:57.103963
4904,Hemipilia flabellata Bureau & Franch.,Hemipilia,flabellata Bureau,,,,2025-09-07 07:08:57.143162,2025-09-07 07:08:57.143164
4905,Hemipilia forrestii Rolfe,Hemipilia,forrestii Rolfe,,,,2025-09-07 07:08:57.181989,2025-09-07 07:08:57.181991
4906,Hemipilia fujisanensis (Sugim.) Y. Tang,Hemipilia,fujisanensis Sugim.,,,,2025-09-07 07:08:57.224192,2025-09-07 07:08:57.224195
4907,Hemipilia galeata Ying Tang,Hemipilia,galeata Ying,,,,2025-09-07 07:08:57.263124,2025-09-07 07:08:57.263127
4908,Hemipilia gonggashanica (K. Y. Lang) Y. Tang & H. Peng,Hemipilia,gonggashanica K.,,,,2025-09-07 07:08:57.302389,2025-09-07 07:08:57.302392
4909,Hemipilia gongshanensis (X. H. Jin,Hemipilia,gongshanensis X.,,,,2025-09-07 07:08:57.341501,2025-09-07 07:08:57.341503
4910,Hemipilia gracilis (Blume) Y. Tang,Hemipilia,gracilis Blume,,,,2025-09-07 07:08:57.385326,2025-09-07 07:08:57.385329
4911,Hemipilia graminifolia (Rchb.f.) Y. Tang,Hemipilia,graminifolia Rchb.f.,,,,2025-09-07 07:08:57.424971,2025-09-07 07:08:57.424974
6616,Pterostylis ventricosa (D. L. Jones) G. N. Backh.,Pterostylis,ventricosa D.,,,,2025-09-07 07:10:05.349754,2025-09-07 07:10:05.349756
4913,Hemipilia hemipilioides (Finet) Y. Tang & H. Peng,Hemipilia,hemipilioides Finet,,,,2025-09-07 07:08:57.504736,2025-09-07 07:08:57.504739
4914,Hemipilia henryi Rolfe,Hemipilia,henryi Rolfe,,,,2025-09-07 07:08:57.546873,2025-09-07 07:08:57.546877
4915,Hemipilia hui (Tang & F. T. Wang) Schuit.,Hemipilia,hui Tang,,,,2025-09-07 07:08:57.585871,2025-09-07 07:08:57.585875
4916,Hemipilia joo-iokiana (Makino) Y. Tang,Hemipilia,joo-iokiana Makino,,,,2025-09-07 07:08:57.62921,2025-09-07 07:08:57.629213
4917,Hemipilia kaiyangense (S. Z. He & Yong Wang) R. Kr. Singh & Sanjeet Kumar,Hemipilia,kaiyangense S.,,,,2025-09-07 07:08:57.670485,2025-09-07 07:08:57.670488
4918,Hemipilia keiskei (Finet) Y. Tang,Hemipilia,keiskei Finet,,,,2025-09-07 07:08:57.710454,2025-09-07 07:08:57.710458
4919,Hemipilia keiskeoides (Gagnep.) Y. Tang & H. Peng,Hemipilia,keiskeoides Gagnep.,,,,2025-09-07 07:08:57.761126,2025-09-07 07:08:57.761129
