genus,species,image_count,country_count,sources
Diuris,secundiflora Fitzg.,7,0,GBIF
Disperis,villosa L.f.,7,1,GBIF
Epidendrum,rocioae,7,0,GBIF
Disperis,similis Schltr.,7,2,"GBIF,iDigBio"
Disperis,mildbraedii Schltr.,7,1,GBIF
Disperis,lindleyana Rchb.f.,7,1,GBIF
Disperis,fanniniae Harv.,7,1,GBIF
Aeridostachya,unifolia,7,0,GBIF
Disperis,dicerochila Summerh.,7,3,GBIF
Disperis,decipiens Verdc.,7,2,GBIF
Oreorchis,nana,7,0,GBIF
Epidendrum,stiliferum,7,0,GBIF
Epidendrum,lopezii,7,0,GBIF
Disa,pygmaea Bolus,7,1,GBIF
Disa,pillansii L.,7,1,GBIF
Disa,physodes Sw.,7,1,GBIF
Lepanthes,rubripetala,7,1,GBIF
Disa,montana Sond.,7,1,GBIF
Disa,minor Sond.,7,1,GBIF
Platycoryne,micrantha Summerh.,7,0,GBIF
Disa,maculata L.f.,7,1,GBIF
Disa,longilabris Schltr.,7,2,GBIF
Disa,longicornu L.f.,7,1,GBIF
Disa,lineata Bolus,7,1,GBIF
Disa,hircicornis Rchb.f.,7,2,GBIF
Disa,hallackii Rolfe,7,1,GBIF
Disa,graminifolia Ker,7,1,GBIF
Disa,eminii Kraenzl.,7,1,GBIF
Disa,cardinalis H.,7,1,GBIF
Epidendrum,xylostachyum,7,0,GBIF
Dipodium,elegans,7,0,GBIF
Dipodium,elatum,7,0,GBIF
Dilochia,parviflora,7,0,GBIF
Dichaea,rendlei,7,0,GBIF
Epistephium,amplexicaule Poepp.,7,2,GBIF
Pleurothallis,alvaroi,7,0,GBIF
Aeranthes,setipes,7,0,GBIF
Vanilla,parvifolia Barb.,7,1,GBIF
Pleurothallis,bitumida,7,0,GBIF
Epistephium,subrepens Hoehne,7,3,"GBIF,iDigBio"
Dendrobium,tunense,7,0,GBIF
Pleurothallis,ganymedes,7,1,GBIF
Dendrobium,taurinum,7,0,GBIF
Dendrobium,strepsiceros,7,2,GBIF
Aeranthes,orophila,7,0,GBIF
Dendrobium,quisumbingii,7,0,GBIF
Dendrobium,pulleanum,7,0,GBIF
Erythrorchis,cassythoides A.,7,1,GBIF
Eulophia,abyssinica,7,3,GBIF
Eulophia,clandestina,7,0,GBIF
Vanilla,perrieri Schltr.,7,1,GBIF
Podochilus,ramosii,7,0,GBIF
Podochilus,schistantherus,7,0,GBIF
Pogonia,minor Makino,7,3,"GBIF,Tropicos - Missouri Botanical Garden"
Dendrobium,mischobulbum,7,0,GBIF
Aeranthes,angustidens,7,0,GBIF
Dendrobium,melinanthum,7,0,GBIF
Vanilla,planifolia Andrews,7,2,"GBIF,iDigBio"
Polystachya,camaridioides,7,0,GBIF
Vanilla,poitaei Rchb.f.,7,1,GBIF
Dendrobium,lichenastrum,7,1,"Chris Howard Collection,GBIF"
Polystachya,fallax,7,3,GBIF
Polystachya,geniculata,7,0,GBIF
Dendrobium,ingratum,7,0,GBIF
Polystachya,monolenis,7,0,GBIF
Dendrobium,glabrum,7,0,GBIF
Dendrobium,emarginatum,7,0,GBIF
Pomatocalpa,tonkinense,7,0,GBIF
Ponthieva,ovatilabia C.,7,0,GBIF
Eulophia,ugandae,7,0,GBIF
Dendrobium,concavum,7,3,GBIF
Ponthieva,venusta Schltr.,7,0,GBIF
Porpax,meirax,7,0,GBIF
Evotella,carnosa Lindl.,7,1,GBIF
Evotella,rubiginosa Sond.,7,1,GBIF
Dendrobium,brymerianum,7,4,GBIF
Lepanthes,hirpex,7,0,GBIF
Dendrobium,brevilabium,7,0,GBIF
Prasophyllum,atratum D.,7,0,GBIF
Prasophyllum,beatrix D.,7,1,GBIF
Dendrobium,bancanum,7,4,GBIF
Fernandezia,micrantha,7,0,GBIF
Cystorchis,dentifera Schltr.,7,0,GBIF
Cyrtosia,taiwanica K.,7,1,GBIF
Tuberolabium,zollingeri,7,0,GBIF
Prasophyllum,sylvicola D.,7,0,GBIF
Cyrtochilum,linguiforme,7,0,GBIF
Cyrtochilum,graminoides,7,0,GBIF
Cypripedium,wardii Rolfe,7,2,GBIF
Gastrochilus,inconspicuus,7,0,GBIF
Cypripedium,palangshanense Tang,7,1,GBIF
Vanilla,rivasii Molineros,7,2,GBIF
Oncidium,maduroi,7,0,GBIF
Gastrodia,callosa,7,1,GBIF
Cypripedium,debile Rchb.f.,7,2,GBIF
Gastrodia,nantoensis,7,1,GBIF
Cynorkis,pseudorolfei H.,7,0,GBIF
Cynorkis,flexuosa Lindl.,7,0,GBIF
Cynorkis,bimaculata Ridl.,7,0,GBIF
Prosthechea,venezuelana,7,3,GBIF
Cymbidium,whiteae,7,0,GBIF
Pseudocentrum,hoffmannii Rchb.f.,7,0,GBIF
Pseudocentrum,minus Benth.,7,1,GBIF
Pteroceras,hirsutum,7,0,GBIF
Pteroglossa,hilariana,7,0,GBIF
Lepanthes,hystrix,7,0,GBIF
Glomera,distichifolia,7,0,GBIF
Pterostylis,basaltica D.,7,0,GBIF
Glomera,graminifolia,7,0,GBIF
Glomera,kaniensis,7,0,GBIF
Pterostylis,echinulata D.,7,0,GBIF
Lepanthes,illex,7,0,GBIF
Crepidium,ramosum,7,0,GBIF
Crepidium,maculatum,7,0,GBIF
Glomera,viridis,7,0,GBIF
Gomesa,ciliata,7,1,GBIF
Pterostylis,scitula D.,7,0,GBIF
Pterostylis,x conoglossa,7,1,GBIF
Pterygodium,alatum Thunb.,7,1,GBIF
Oliveriana,uribe-velezii,7,0,GBIF
Corybas,carsei Cheeseman,7,1,GBIF
Pterygodium,hastatum Bolus,7,1,GBIF
Acineta,antioquiae,7,0,GBIF
Odontochilus,whiteheadii Rendle,7,0,GBIF
Odontochilus,uniflorus,7,0,GBIF
Renanthera,angustifolia,7,1,GBIF
Renanthera,histrionica,7,0,GBIF
Gongora,tracyana,7,0,GBIF
Goodyera,colorata Blume,7,0,GBIF
Coelogyne,vermicularis,7,1,GBIF
Coelogyne,selebica,7,1,GBIF
Goodyera,sechellarum S.,7,0,GBIF
Robiquetia,aberrans,7,0,GBIF
Coelogyne,quinquelamellata,7,0,GBIF
Robiquetia,bambusara,7,0,GBIF
Robiquetia,penangiana,7,0,GBIF
Vanilla,utteridgei J.,7,1,GBIF
Govenia,matudae,7,5,iNaturalist
Coelogyne,kopfii,7,0,GBIF
Lepanthes,plumifera,7,0,GBIF
Coelogyne,imitator,7,0,GBIF
Coelogyne,harana,7,0,GBIF
Coelogyne,guibertiae,7,0,GBIF
Satyrium,aberrans Summerh.,7,0,GBIF
Coelogyne,binuangensis,7,0,GBIF
Octomeria,harantiana,7,0,GBIF
Cleistes,unguiculata Rchb.f.,7,1,GBIF
Cleistes,paranaensis Barb.,7,1,"GBIF,Tropicos - Missouri Botanical Garden"
Cleistes,monantha Barb.,7,1,GBIF
Cleistes,mantiqueirae,7,0,GBIF
Cleisostomopsis,eberhardtii,7,1,GBIF
Cheirostylis,monteiroi,7,0,GBIF
Chaubardiella,subquadrata,7,0,GBIF
Chaubardiella,pacuarensis,7,0,GBIF
Chamaegastrodia,inverta W.,7,0,GBIF
Scaphyglottis,gentryi,7,1,GBIF
Ceratostylis,caespitosa,7,1,GBIF
Selenipedium,aequinoctiale Garay,7,1,GBIF
Habenaria,curranii Ames,7,0,GBIF
Sievekingia,rhonhofiae,7,0,GBIF
Habenaria,demissa Schltr.,7,0,GBIF
Cattleya,percivaliana,7,0,"Chris Howard Collection,Roberta Fox Collection"
Cattleya,neocardimii,7,0,GBIF
Habenaria,depressifolia Hoehne,7,0,GBIF
Oberonia,luzonensis,7,0,GBIF
Oberonia,kwangsiensis,7,0,GBIF
Sobralia,kerryae,7,2,GBIF
Campylocentrum,wawrae,7,0,GBIF
Campylocentrum,panamense,7,0,GBIF
Soterosanthus,shepheardii,7,0,GBIF
Calanthe,kaniensis,7,0,GBIF
Anathallis,montipelladensis,7,0,GBIF
Maxillaria,frigens,7,1,GBIF
Caladenia,abbreviata,7,1,GBIF
Bulbophyllum,zambalense,7,0,GBIF
Bulbophyllum,vesiculosum,7,0,GBIF
Bulbophyllum,variegatum,7,2,GBIF
Bulbophyllum,vanvuurenii,7,0,GBIF
Notylia,buchtienii,7,0,GBIF
Bulbophyllum,tryssum,7,0,GBIF
Bulbophyllum,tripudians,7,0,GBIF
Anathallis,pubipetala,7,0,GBIF
Vanda,foetida,7,0,GBIF
Bulbophyllum,trifolium,7,2,GBIF
Nigritella,x,7,0,GBIF
Stelis,adrianae,7,0,GBIF
Habenaria,lobbii Rchb.f.,7,0,GBIF
Stelis,barbellata,7,0,GBIF
Habenaria,macrostachya Lindl.,7,0,GBIF
Bulbophyllum,singaporeanum,7,0,GBIF
Neuwiedia,griffithii Rchb.f.,7,3,GBIF
Stelis,cuencana,7,0,GBIF
Stelis,fissurata,7,0,GBIF
Stelis,heterosepala,7,0,GBIF
Ancistrochilus,thomsonianus,7,0,GBIF
Stelis,janetiae,7,0,GBIF
Stelis,majorella,7,0,GBIF
Bulbophyllum,pachyneuron,7,0,GBIF
Bulbophyllum,oxychilum,7,3,GBIF
Maxillaria,frontinoensis,7,0,GBIF
Stelis,regina,7,0,GBIF
Bulbophyllum,morphologorum,7,1,GBIF
Bulbophyllum,monstrabile,7,0,GBIF
Andinia,ciliaris,7,0,GBIF
Lepanthes,papyrophylla,7,0,GBIF
Stelis,zootrophionoides,7,0,GBIF
Habenaria,vesiculosa A.,7,0,GBIF
Bulbophyllum,leytense,7,0,GBIF
Bulbophyllum,lemurense,7,0,GBIF
Bulbophyllum,lemuraeoides,7,0,GBIF
Bulbophyllum,lancipetalum,7,0,GBIF
Helonoma,americana,7,0,GBIF
Bulbophyllum,incisilabrum,7,0,GBIF
Bulbophyllum,hoyifolium,7,0,GBIF
Hemipilia,faberi Rolfe,7,0,GBIF
Styloglossum,aurantiacum,7,0,GBIF
Taeniophyllum,graptolitum,7,0,GBIF
Bulbophyllum,foetidum,7,0,GBIF
Taeniophyllum,macranthum,7,0,GBIF
Taeniophyllum,minimum,7,0,GBIF
Herminium,glossophyllum Tang,7,0,GBIF
Taeniophyllum,trachypus,7,0,GBIF
Bulbophyllum,dusenii,7,0,GBIF
Bulbophyllum,dissitiflorum,7,0,GBIF
Maxillaria,nardoides,7,3,GBIF
Hetaeria,anomala Lindl.,7,1,GBIF
Hetaeria,pelota,7,0,GBIF
Telipogon,jucusbambae,7,0,GBIF
Telipogon,nigropurpureus,7,0,GBIF
Telipogon,panamensis,7,0,GBIF
Bulbophyllum,chaunobulbon,7,0,GBIF
Holcoglossum,himalaicum,7,1,GBIF
Myoxanthus,dasyllis,7,0,GBIF
Bulbophyllum,bulliferum,7,0,GBIF
Holothrix,triloba Rolfe,7,0,GBIF
Bulbophyllum,apheles,7,0,GBIF
Bulbophyllum,ankylochele,7,0,GBIF
Bulbophyllum,anjozorobeense,7,0,GBIF
Bulbophyllum,andreeae,7,0,GBIF
Thelymitra,kangaloonica Jeanes,7,0,GBIF
Brownleea,parviflora Harv.,7,1,GBIF
Maxillaria,margretiae,7,0,GBIF
Broughtonia,negrilensis,7,0,GBIF
Brassia,villosa,7,0,GBIF
Brachypeza,uniflora,7,0,GBIF
Jumellea,cyrtoceras,7,0,GBIF
Benthamia,verecunda Schltr.,7,1,GBIF
Trichocentrum,caloceras,7,0,GBIF
Baskervilla,leptantha Dressler,7,0,GBIF
Microtis,eremaea R.,7,0,GBIF
Trichocentrum,panduratum,7,0,GBIF
Micropera,proboscidea,7,0,GBIF
Micropera,fuscolutea,7,0,GBIF
Trichoglottis,bipunctata,7,0,GBIF
Aphyllorchis,anomala,7,0,GBIF
Trichopilia,hennisiana,7,0,GBIF
Trichopilia,peruviana,7,0,GBIF
Angraecum,xylopus,7,0,GBIF
Microchilus,xystophyllus Rchb.f.,7,0,GBIF
Angraecum,corrugatum,7,0,GBIF
Microchilus,globosus Ormerod,7,0,GBIF
Malaxis,myurus,7,1,GBIF
Microchilus,curviflorus Ormerod,7,0,GBIF
Angraecum,ambrense,7,0,GBIF
Lepanthes,avis,7,0,GBIF
Masdevallia,antonii,7,0,GBIF
Masdevallia,brachyura,7,0,GBIF
Lyroglossa,pubicaulis,7,0,GBIF
Triphora,gallegosii,7,0,GBIF
Masdevallia,elephanticeps,7,0,GBIF
Masdevallia,figueroae,7,0,GBIF
Lepanthes,chocoensis,7,0,GBIF
Lepanthes,cingens,7,0,GBIF
Masdevallia,lamprotyria,7,0,GBIF
Liparis,nigrescens,7,0,GBIF
Lepanthes,ctenophora,7,0,GBIF
Masdevallia,papillosa,7,0,GBIF
Masdevallia,purpurella,7,0,GBIF
Maxillaria,melina,7,0,GBIF
Maxillaria,roseans,7,0,GBIF
Lepanthopsis,pulchella,7,0,GBIF
Lepanthes,unijuga,7,0,GBIF
Epidendrum,gongorarum,7,0,GBIF
Epidendrum,fastigiatum,7,0,GBIF
Epidendrum,excelsum,7,0,GBIF
Vanilla,decaryana H.,7,1,GBIF
Peristylus,ponerostachys Rchb.f.,7,0,GBIF
Paphiopedilum,x nitens,7,1,GBIF
Epidendrum,diommoides,7,0,GBIF
Peristylus,secundus Lindl.,7,0,GBIF
Paphiopedilum,vietnamense O.,7,1,GBIF
Pescatoria,hemixantha,7,0,GBIF
Epidendrum,lavendulum,7,0,GBIF
Epidendrum,leimebambense,7,0,GBIF
Epidendrum,cirrhochiloides,7,0,GBIF
Octarrhena,filiformis,6,1,GBIF
Bulbophyllum,hirsutiusculum,6,0,GBIF
Oxystophyllum,moluccense,6,0,GBIF
Lepanthes,plectilis,6,0,GBIF
Chrysoglossum,ensigerum,6,0,GBIF
Cleisostoma,bilamellatum,6,0,GBIF
Habenaria,bracteosa Hochst.,6,3,GBIF
Cleisostoma,crassissimum,6,0,GBIF
Cleisostoma,ridleyi,6,0,GBIF
Bulbophyllum,globuliforme,6,0,GBIF
Octomeria,campos-portoi,6,0,GBIF
Maxillaria,fimbriatiloba,6,0,GBIF
Epidendrum,milenae,6,0,GBIF
Diuris,insignis D.,6,1,GBIF
Satyrium,neglectum,6,0,GBIF
Phalaenopsis,lowii,6,0,GBIF
Diuris,luteola,6,1,GBIF
Herminium,chloranthum Tang,6,0,GBIF
Cleistes,ramboi Pabst,6,1,GBIF
Andinia,werneri,6,0,GBIF
Acianthera,sulcata,6,0,GBIF
Epidendrum,pseudoramosum,6,3,GBIF
Taeniophyllum,quaquaversum,6,0,GBIF
Coelogyne,borneensis,6,0,GBIF
Vanda,tricolor,6,2,GBIF
Pabstiella,crenata,6,0,GBIF
Tainia,maingayi,6,2,GBIF
Diuris,setacea R.,6,1,GBIF
Herminium,neotineoides,6,0,GBIF
Bulbophyllum,dryas,6,0,GBIF
Telipogon,aureus,6,0,GBIF
Coelogyne,cornuta,6,1,GBIF
Pabstiella,lineolata,6,0,GBIF
Bulbophyllum,dischidiifolium,6,0,GBIF
Octomeria,longifolia,6,3,GBIF
Telipogon,casadevalliae,6,0,GBIF
Grosourdya,incurvicalcar,6,0,GBIF
Lepanthes,zamorensis,6,0,GBIF
Diuris,tinkeri D.,6,1,GBIF
Vanda,x,6,0,GBIF
Acianthera,violaceomaculata,6,0,GBIF
Sarcanthopsis,woodfordii,6,0,GBIF
Mystacidium,nguruense,6,0,GBIF
Coelogyne,laciniloba,6,0,GBIF
Telipogon,gracilis,6,0,GBIF
Bulbophyllum,cuneatum,6,0,GBIF
Telipogon,hirtzii,6,0,GBIF
Platanthera,densa ssp.,6,0,GBIF
Dracula,severa,6,0,GBIF
Bulbophyllum,crassipetalum,6,0,GBIF
Dresslerella,lasiocampa,6,0,GBIF
Coelogyne,lacinulosa,6,0,GBIF
Dressleria,severiniana,6,0,GBIF
Santanderella,amadorinconiana,6,0,GBIF
Coelogyne,longicaulis,6,0,GBIF
Rodriguezia,obtusifolia,6,1,GBIF
Myoxanthus,sotoanus,6,0,GBIF
Telipogon,rhombipetalus,6,0,GBIF
Telipogon,stinae,6,0,GBIF
Pinalia,macera,6,0,GBIF
Vanilla,grandifolia Lindl.,6,1,GBIF
Coelogyne,ramentacea,6,0,GBIF
Goodyera,novembrilis Rchb.f.,6,0,GBIF
Coelogyne,sublobata,6,0,GBIF
Odontochilus,hasseltii Blume,6,0,GBIF
Holcoglossum,wangii,6,1,GBIF
Thaia,saprophytica,6,0,GBIF
Coelogyne,truncata,6,0,GBIF
Odontochilus,marivelensis Ormerod,6,0,GBIF
Maxillaria,anceschiana,6,0,GBIF
Renanthera,isosepala,6,0,GBIF
Bulbophyllum,capitatum,6,1,GBIF
Lepanthes,puck,6,0,GBIF
Bulbophyllum,cantagallense,6,0,GBIF
Quisqueya,rosea,6,0,GBIF
Coryanthes,alborosea,6,1,GBIF
Pinalia,euryloba,6,0,GBIF
Zeuxine,parviflora Blume,6,0,GBIF
Corybas,echinulus E.,6,1,"GBIF,iNaturalist"
Thelymitra,aggericola D.,6,0,GBIF
Cranichis,lehmannii Rchb.f.,6,0,GBIF
Pterostylis,sanguinea,6,1,GBIF
Glomera,tortuosa,6,0,GBIF
Pterostylis,parca D.,6,0,GBIF
Lepanthes,purpurata,6,0,GBIF
Bulbophyllum,beccarii,6,3,GBIF
Bulbophyllum,ayuthayense,6,0,GBIF
Bulbophyllum,auratum,6,4,"Chris Howard Collection,GBIF"
Glomera,latilinguis,6,0,GBIF
Aglossorrhyncha,micronesiaca,6,0,GBIF
Oncidium,echinops,6,0,GBIF
Lepanthes,ferrelliae,6,0,GBIF
Lepanthes,tetracola,6,0,GBIF
Lepanthes,tentaculata,6,0,GBIF
Lepanthes,ictalurus,6,0,GBIF
Pterostylis,cheraphila,6,1,GBIF
Pterostylis,bruniella R.,6,0,GBIF
Elleanthus,auriculatus,6,0,GBIF
Glomera,grandilabella,6,0,GBIF
Crossoglossa,hirtzii,6,0,GBIF
Adenoncos,vesiculosa,6,0,GBIF
Pterostylis,angulata,6,0,GBIF
Cyclopogon,ellipticus,6,0,GBIF
Thelymitra,imbricata,6,0,GBIF
Bulbophyllum,aechmophorum,6,0,GBIF
Bulbophyllum,acutiflorum,6,0,GBIF
Cylindrolobus,aurantiacus,6,0,GBIF
Genoplesium,rufum R.,6,1,GBIF
Cylindrolobus,longissimus,6,0,GBIF
Elleanthus,deuterohirtzii,6,0,GBIF
Bryobium,tridens,6,0,GBIF
Mormodes,tuxtlensis,6,0,GBIF
Palmorchis,pubescentis,6,0,GBIF
Maxillaria,platypetala,6,0,GBIF
Thelymitra,malvina M.,6,1,GBIF
Phreatia,subalpina,6,0,GBIF
Cymbidium,eburneum,6,0,Chris Howard Collection
Lepanthes,nulla,6,0,GBIF
Mormodes,fractiflexa,6,0,GBIF
Cynorkis,betsomangensis,6,0,GBIF
Lepanthes,fusiformis,6,0,GBIF
Genoplesium,alticola D.,6,0,GBIF
Thelymitra,pulcherrima Jeanes,6,1,GBIF
Cynorkis,brachystachya Bosser,6,0,GBIF
Gavilea,insularis M.,6,0,GBIF
Thelymitra,speciosa Jeanes,6,1,GBIF
Cynorkis,confusa H.,6,0,GBIF
Cynorkis,epiphytica,6,0,GBIF
Pelexia,paludosa,6,0,GBIF
Gastrorchis,geffrayi,6,0,GBIF
Brachycorythis,pleistophylla Rchb.f.,6,0,GBIF
Thelymitra,villosa Lindl.,6,1,GBIF
Cynorkis,minuticalcar Toill.-Gen.,6,0,GBIF
Cynorkis,subtilis Bosser,6,0,GBIF
Oncidium,lucianianum,6,0,GBIF
Thrixspermum,longipilosum,6,0,GBIF
Brachionidium,elegans,6,0,GBIF
Jacquiniella,pedunculata,6,0,GBIF
Gastrodia,falconeri,6,0,GBIF
Thrixspermum,vanoverberghii,6,0,GBIF
Bolusiella,zenkeri,6,3,GBIF
Thunia,bensoniae,6,0,GBIF
Cypripedium,elegans Rchb.f.,6,1,GBIF
Cypripedium,fasciolatum Franch.,6,2,GBIF
Cypripedium,ludlowii P.,6,1,GBIF
Blepharoglossum,grandiflorum,6,0,GBIF
Cypripedium,montanum Douglas,6,2,GBIF
Prosthechea,bicamerata,6,2,GBIF
Vanilla,ramosa Rolfe,6,4,GBIF
Epidendrum,holstii,6,0,GBIF
Cyrtochiloides,riopalenqueana,6,0,GBIF
Promenaea,dusenii,6,0,GBIF
Galeola,cathcartii Hook.f.,6,1,GBIF
Bifrenaria,grandis,6,0,GBIF
Jumellea,marojejiensis,6,0,GBIF
Trachoma,celebicum,6,0,GBIF
Pelexia,sancta,6,0,GBIF
Aerangis,divitiflora,6,0,GBIF
Cyrtochilum,examinans,6,0,GBIF
Prasophyllum,tunbridgense D.,6,1,GBIF
Benthamia,exilis Schltr.,6,0,GBIF
Cyrtochilum,violaceum,6,0,GBIF
Lepanthes,scapha,6,0,GBIF
Jumellea,similis,6,0,GBIF
Cyrtopodium,lamellaticallosum,6,0,GBIF
Palmorchis,yavarensis,6,0,GBIF
Dactylorhiza,x guillaumeae,6,0,GBIF
Prasophyllum,occultans R.,6,0,GBIF
Dendrobium,acutilobum,6,0,GBIF
Pelexia,ecuadorensis,6,1,GBIF
Prasophyllum,helophilum D.,6,0,GBIF
Dendrobium,appendicula,6,1,GBIF
Dendrobium,archipelagense,6,0,GBIF
Dendrobium,bismarckiense,6,0,GBIF
Arachnis,calcarata,6,0,GBIF
Dendrobium,bostrychodes,6,0,GBIF
Tylostigma,tenellum Schltr.,6,0,GBIF
Andinia,lupula,6,0,GBIF
Appendicula,togarupia,6,0,GBIF
Kefersteinia,pulchella,6,0,GBIF
Amesiella,monticola,6,0,Chris Howard Collection
Micropera,secunda,6,0,GBIF
Kefersteinia,wercklei,6,0,GBIF
Epidendrum,imperator,6,0,GBIF
Phreatia,quadrata,6,0,GBIF
Eurystyles,standleyi,6,0,GBIF
Appendicula,perplexa,6,0,GBIF
Dendrobium,cavipes,6,0,GBIF
Appendicula,gracilis,6,0,GBIF
Maxillaria,escobarii,6,0,GBIF
Ponthieva,sylvicola Rchb.f.,6,0,GBIF
Epidendrum,guanacasense,6,0,GBIF
Paphiopedilum,philippinense Rchb.f.,6,2,GBIF
Dendrobium,convexipes,6,0,GBIF
Dendrobium,croceocentrum,6,0,GBIF
Dendrobium,cruentum,6,0,GBIF
Dendrobium,cyclopense,6,0,GBIF
Dendrobium,cyrtolobum,6,0,GBIF
Trichoglottis,geminata,6,1,GBIF
Eulophia,rara,6,0,GBIF
Microcoelia,nyungwensis,6,0,GBIF
Dendrobium,guttulatum,6,0,GBIF
Dendrobium,helix,6,1,GBIF
Polystachya,holstii,6,0,GBIF
Dendrobium,lagorum,6,0,GBIF
Dendrobium,lewisiae,6,1,GBIF
Maxillaria,divaricata,6,0,GBIF
Apostasia,latifolia Rolfe,6,1,GBIF
Dendrobium,multilineatum,6,0,GBIF
Polystachya,anthoceros,6,0,GBIF
Dendrobium,obtusum,6,1,GBIF
Peristylus,goodyeroides D.,6,3,GBIF
Podochilus,densiflorus,6,0,GBIF
Epidendrum,fruticetorum,6,0,GBIF
Phreatia,pulchella,6,0,GBIF
Plocoglottis,quadrifolia,6,0,GBIF
Dendrobium,pensile,6,0,GBIF
Lecanorchis,malaccensis Ridl.,6,3,GBIF
Epidendrum,anthoceros,6,0,GBIF
Paphiopedilum,insigne Wall.,6,3,GBIF
Pleurothallis,troglodytes,6,0,GBIF
Pleurothallis,subreniformis,6,0,GBIF
Erythrorchis,altissima Blume,6,1,GBIF
Pleurothallis,recurvata,6,0,GBIF
Pleurothallis,quadricaudata,6,2,GBIF
Dendrobium,rennellii,6,0,GBIF
Pleurothallis,nossax,6,0,GBIF
Dendrobium,setosum,6,0,GBIF
Dendrobium,subfalcatum,6,0,GBIF
Dendrobium,uncatum,6,1,GBIF
Dendrobium,undatialatum,6,1,GBIF
Angraecum,hermannii,6,0,GBIF
Angraecum,gracile,6,0,GBIF
Pleurothallis,chicalensis,6,0,GBIF
Dendrobium,victoriae-reginae,6,0,Chris Howard Collection
Dendrobium,violaceominiatum,6,0,GBIF
Angraecum,ferkoanum,6,0,GBIF
Epistephium,hernandii Garay,6,2,GBIF
Epistephium,brevicristatum R.,6,1,GBIF
Dichaea,bryophila,6,0,GBIF
Dichaea,dressleri,6,0,GBIF
Dilomilis,elata,6,0,GBIF
Ophrys,x armentariae,6,1,GBIF
Platystele,densiflora,6,0,GBIF
Epidendrum,pachyceras,6,0,GBIF
Vanilla,chalotii Finet,6,1,GBIF
Epigeneium,clemensiae,6,0,GBIF
Encyclia,recurvata,6,0,GBIF
Paphiopedilum,delenatii Guillaumin,6,1,GBIF
Epidendrum,yojoaense,6,2,GBIF
Epiblastus,accretus,6,0,GBIF
Epiblastus,acuminatus,6,0,GBIF
Epidendrum,williamsii,6,1,GBIF
Mesadenella,angustisegmenta,6,0,GBIF
Disa,comosa Rchb.f.,6,1,GBIF
Disa,conferta Bolus,6,1,GBIF
Epidendrum,waiandtii,6,0,GBIF
Disa,cylindrica Thunb.,6,1,GBIF
Ophrys,x royanensis,6,0,GBIF
Disa,elegans Sond.,6,1,GBIF
Mediocalcar,stevenscoodei,6,0,GBIF
Ophrys,x turiana,6,2,GBIF
Disa,intermedia H.,6,1,GBIF
Disa,karooica S.,6,1,GBIF
Andinia,persimilis,6,0,GBIF
Disa,longifolia Lindl.,6,1,GBIF
Masdevallia,angulifera,6,0,GBIF
Epidendrum,bahorucense,6,0,GBIF
Disa,lugens Bolus,6,2,"GBIF,iNaturalist"
Epiblastus,lancipetalus,6,0,GBIF
Maxillaria,woytkowskii,6,0,GBIF
Disa,nigerica Rolfe,6,1,GBIF
Phragmipedium,lindenii Lindl.,6,2,GBIF
Disa,oligantha Rchb.f.,6,1,GBIF
Disa,polygonoides Lindl.,6,1,GBIF
Vanilla,marowynensis Pulle,6,2,GBIF
Disa,rhodantha Schltr.,6,1,GBIF
Masdevallia,crassicaudis,6,0,GBIF
Lepanthes,caudata,6,0,GBIF
Agrostophyllum,atrobrunneum,6,0,GBIF
Lycaste,guatemalensis,6,0,GBIF
Epidendrum,stictoglossum,6,0,GBIF
Epidendrum,clowesii,6,2,GBIF
Lepanthes,mariposa,6,0,GBIF
Phalaenopsis,marriottiana,6,2,GBIF
Discyphus,scopulariae Rchb.f.,6,0,GBIF
Paphiopedilum,primulinum M.,6,1,GBIF
Disperis,bathiei Bosser,6,1,GBIF
Disperis,bifida P.,6,1,GBIF
Maxillaria,tenebrifolia,6,0,GBIF
Phragmipedium,hirtzii Dodson,6,2,GBIF
Epidendrum,skutchii,6,0,GBIF
Lepanthes,sanguinea,6,2,GBIF
Phragmipedium,caricinum Lindl.,6,1,GBIF
Ornithocephalus,lankesteri,6,0,GBIF
Lepanthes,convexa,6,0,GBIF
Disperis,meirax Rchb.f.,6,1,GBIF
Disperis,oxyglossa Bolus,6,1,GBIF
Bulbophyllum,propinquum,6,0,GBIF
Habenaria,quadrata Lindl.,6,0,GBIF
Bulbophyllum,praetervisum,6,0,GBIF
Habenaria,rechingeri Renz,6,0,GBIF
Habenaria,reflexicalcar,6,0,GBIF
Bulbophyllum,platybulbum,6,1,GBIF
Nervilia,maculata,6,0,GBIF
Stelis,exasperata,6,0,GBIF
Stelis,oaxacana,6,0,GBIF
Bulbophyllum,rubiferum,6,0,GBIF
Stelis,diversifolia,6,1,GBIF
Bulbophyllum,perii,6,0,GBIF
Stelis,cylindrica,6,0,GBIF
Neuwiedia,Blume,6,4,GBIF
Nervilia,fordii,6,0,GBIF
Stelis,coelochila,6,0,GBIF
Masdevallia,mataxa,6,0,GBIF
Stelis,cajanumae,6,0,GBIF
Yoania,flava,6,0,GBIF
Lepanthes,cotylisca,6,0,GBIF
Ypsilopus,tanneri,6,0,GBIF
Epiblastus,unguiculatus,6,0,GBIF
Maxillaria,serrulata,6,0,GBIF
Stelis,bacriosa,6,0,GBIF
Habenaria,loerzingii J.,6,0,GBIF
