genus,species,image_url,source,country,locality,latitude,longitude,observer,license,created_at
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/480626094/original.jpg,GBIF,United States of America,,38.6013010,-123.3480340,Hale Garcia-Dean,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:21.504481
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/480568240/original.jpeg,GBIF,United States of America,,40.4886310,-123.9661200,pickleweed97,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:21.375930
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/480912877/original.jpg,GBIF,United States of America,,44.2920030,-122.8682870,cgoodfel,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:21.247995
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/480607319/original.jpeg,GBIF,United States of America,,39.4298470,-123.3794290,Eric Austin,http://creativecommons.org/licenses/by/4.0/,2025-11-26 03:39:21.183390
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/480598901/original.jpg,GBIF,United States of America,,40.3008080,-123.8982620,denisestephens,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:21.053203
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/480625576/original.jpg,GBIF,United States of America,,39.8432380,-123.7320250,Heather Morrison,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:20.989382
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/480916525/original.jpeg,GBIF,United States of America,,44.5761110,-123.3498570,William Proebsting,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:20.921046
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/480949936/original.jpg,GBIF,United States of America,,38.0044640,-122.6498330,johnathansalsa,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:20.855308
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/480062375/original.jpg,GBIF,United States of America,,41.8570690,-123.9674780,donhollander,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:20.726740
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/480344382/original.jpg,GBIF,United States of America,,46.4473660,-121.9343570,mattsson,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:20.662728
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/480217387/original.jpg,GBIF,United States of America,,44.4128440,-123.3401500,William Proebsting,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:20.598489
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/480265141/original.jpg,GBIF,United States of America,,38.5499120,-123.2929220,chris_syrett,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:20.534623
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/480568092/original.jpeg,GBIF,United States of America,,40.4114360,-123.8473020,pickleweed97,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:20.469421
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/480285160/original.jpg,GBIF,United States of America,,43.2366950,-123.7664950,amykronsberg,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:20.404984
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/480234170/original.jpeg,GBIF,United States of America,,38.9047300,-123.3359050,Lori Brandt Dudzik,http://creativecommons.org/licenses/by-sa/4.0/,2025-11-26 03:39:20.340890
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/479776372/original.jpg,GBIF,United States of America,,41.7985030,-124.2213370,cloudya,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:20.150848
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/480026989/original.jpg,GBIF,United States of America,,45.3078570,-122.2269860,William McCullough,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:20.086475
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/479776357/original.jpg,GBIF,United States of America,,41.7997450,-124.2246030,cloudya,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:19.956380
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/480126216/original.jpg,GBIF,United States of America,,44.0027190,-122.9785780,allthatflutters,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:19.891629
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/479928125/original.jpg,GBIF,United States of America,,40.2737780,-123.7798080,Lindsay Johnson,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:19.826387
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/480000178/original.jpeg,GBIF,United States of America,,40.1691660,-123.6495790,pickleweed97,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:19.697732
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/480067932/original.jpeg,GBIF,United States of America,,48.4110630,-122.6518580,fernspores,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:19.565448
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/480043453/original.jpeg,GBIF,United States of America,,41.4946120,-123.4009230,Jamie Bettaso,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:19.500666
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/479701057/original.jpeg,GBIF,Canada,,48.4316530,-123.6470930,Shane Johnson,http://creativecommons.org/publicdomain/zero/1.0/,2025-11-26 03:39:19.371109
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/479734902/original.jpeg,GBIF,Canada,,48.4350350,-123.5493180,nicolechatel,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:19.303156
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/479792345/original.jpg,GBIF,United States of America,,37.9083970,-122.6021420,Jonathon,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:18.831271
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/479698344/original.jpg,GBIF,United States of America,,37.9305120,-122.6038530,shagafruit,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:18.700332
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/479739306/original.jpeg,GBIF,United States of America,,48.0501610,-123.0543330,John A Haskins,http://creativecommons.org/licenses/by/4.0/,2025-11-26 03:39:18.635548
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/479490895/original.jpg,GBIF,United States of America,,43.7921870,-123.1055000,Ander,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:18.570574
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/479421798/original.jpg,GBIF,United States of America,,37.9151120,-122.6223120,ElizabethR,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:18.439023
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/479420872/original.jpg,GBIF,United States of America,,37.9141870,-122.6202130,ElizabethR,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:18.309808
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/479682587/original.jpg,GBIF,United States of America,,37.2873330,-122.1560890,joergmlpts,http://creativecommons.org/licenses/by/4.0/,2025-11-26 03:39:18.054288
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/479490692/original.jpg,GBIF,United States of America,,43.7923080,-123.1055140,Ander,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:17.854550
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/479507318/original.jpg,GBIF,United States of America,,39.8475920,-123.6984630,mahaila26,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:17.650691
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/479504786/original.jpg,GBIF,United States of America,,38.5160290,-123.1578660,Olivia,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:17.521957
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/479421573/original.jpg,GBIF,United States of America,,37.9198380,-122.6254630,ElizabethR,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:17.391516
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/479387948/original.jpg,GBIF,United States of America,,37.9011210,-122.7307850,Jeremiah Degenhardt,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:17.132296
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/479424078/original.jpg,GBIF,United States of America,,37.2793830,-122.2506630,Donna Thomas,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:17.068512
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/479525681/original.jpg,GBIF,United States of America,,39.3580330,-123.6553500,Sadie Eliz,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:16.940890
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/479338288/original.jpg,GBIF,United States of America,,37.9135550,-122.6193300,shamquiqui,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:16.810413
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/479163923/original.jpg,GBIF,United States of America,,39.8073840,-123.7973990,katwend,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:16.743097
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/479217266/original.jpeg,GBIF,United States of America,,38.5673970,-123.3117140,Harte Singer,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:16.678928
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/479140518/original.jpg,GBIF,United States of America,,37.9075050,-122.6006080,abigailchris,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:16.484384
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/479175894/original.jpg,GBIF,United States of America,,39.1616140,-123.5828490,darwinbondgraham,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:16.226199
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/478767592/original.jpg,GBIF,United States of America,,37.2034900,-122.3238970,Dan Antonaccio,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:15.777371
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/478988434/original.jpg,GBIF,United States of America,,37.9030420,-122.6279830,Townscapes,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:15.713060
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/478798201/original.jpg,GBIF,United States of America,,48.4107550,-122.6525770,nwisland,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:15.647943
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/479418358/original.jpg,GBIF,United States of America,,38.5488200,-123.2943950,gretchenparadis,http://creativecommons.org/licenses/by/4.0/,2025-11-26 03:39:15.581928
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/479647186/original.jpg,GBIF,United States of America,,38.5932200,-123.3387080,chris_syrett,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:15.450732
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/479421496/original.jpg,GBIF,United States of America,,37.9224750,-122.6264950,ElizabethR,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:15.385135
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/479422062/original.jpg,GBIF,United States of America,,37.9149500,-122.6222550,ElizabethR,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:15.255034
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/479337568/original.jpg,GBIF,United States of America,,38.5767700,-123.3175460,Taye Bright,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:15.122593
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/479420476/original.jpg,GBIF,United States of America,,37.9141670,-122.6215420,ElizabethR,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:14.994558
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/479387840/original.jpg,GBIF,United States of America,,37.9939210,-122.6579870,Jeremiah Degenhardt,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:14.857313
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/478769092/original.jpg,GBIF,United States of America,,38.4404400,-122.9764520,Sonia Nuss,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:14.793971
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/478711463/original.jpeg,GBIF,United States of America,,37.9174830,-122.5829000,Heibudas,http://creativecommons.org/publicdomain/zero/1.0/,2025-11-26 03:39:14.665633
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/479387979/original.jpg,GBIF,United States of America,,37.8067080,-122.7961190,Jeremiah Degenhardt,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:14.529616
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/479087559/original.jpg,GBIF,United States of America,,38.4117300,-122.9560780,brock,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:14.464502
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/478369357/original.jpg,GBIF,United States of America,,40.0268390,-123.7921220,frazierellie,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:14.399527
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/478243864/original.jpg,GBIF,United States of America,,39.2722950,-123.3682120,scissors2kil,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:14.334725
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/478193701/original.jpg,GBIF,United States of America,,38.9489320,-123.3325740,Jamie,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:14.141649
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/478369162/original.jpg,GBIF,United States of America,,46.4268100,-121.8511390,Colton Veltkamp,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:14.077609
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/478193939/original.jpg,GBIF,United States of America,,38.9490440,-123.3325660,Jamie,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:13.820854
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/478426120/original.jpg,GBIF,United States of America,,38.4354250,-122.6138740,Steve,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:13.628095
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/478989582/original.jpg,GBIF,United States of America,,47.0351610,-122.9807050,leahparr,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:13.233673
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/478798421/original.jpg,GBIF,United States of America,,48.4124840,-122.6502510,nwisland,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:13.169421
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/478997128/original.jpeg,GBIF,United States of America,,37.9639640,-122.5658250,windyr,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:13.038552
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/478413271/original.jpg,GBIF,United States of America,,38.6303860,-122.9363810,cdhale,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:12.974601
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/478253793/original.jpg,GBIF,United States of America,,37.9083470,-122.6020820,Paul Barnett,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:12.782116
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/478425646/original.jpg,GBIF,United States of America,,38.4356170,-122.6145330,Steve,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:12.586309
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/478104379/original.jpeg,GBIF,United States of America,,38.4353860,-122.6141810,Sarah,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:12.456765
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/478103748/original.jpeg,GBIF,United States of America,,38.4354690,-122.6143720,Sarah,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:12.321246
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/478104381/original.jpeg,GBIF,United States of America,,38.4354530,-122.6143330,Sarah,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:12.256436
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/478103733/original.jpeg,GBIF,United States of America,,38.4354220,-122.6145080,Sarah,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:12.125220
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/477966044/original.jpg,GBIF,United States of America,,37.9105060,-122.6007430,Lena Zentall,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:12.060283
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/477966083/original.jpg,GBIF,United States of America,,37.9025170,-122.6299970,dsommer,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:11.860612
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/478103721/original.jpeg,GBIF,United States of America,,38.4354390,-122.6144940,Sarah,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:11.603291
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/477933879/original.jpg,GBIF,United States of America,,38.5933080,-123.3393080,Tom Gulya,http://creativecommons.org/publicdomain/zero/1.0/,2025-11-26 03:39:11.345068
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/478104462/original.jpeg,GBIF,United States of America,,38.4347580,-122.6117170,Sarah,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:11.279862
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/477985782/original.jpg,GBIF,United States of America,,37.9083450,-122.6020800,annonfire,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:11.214500
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/478421066/original.jpg,GBIF,United States of America,,38.4348370,-122.6117080,Steve,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:11.018168
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/478425893/original.jpg,GBIF,United States of America,,38.4388620,-122.6051550,Steve,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:10.815514
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/478121241/original.jpg,GBIF,United States of America,,37.9997750,-122.6702280,dircasandderelicts,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:10.685793
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/478103731/original.jpeg,GBIF,United States of America,,38.4354220,-122.6145030,Sarah,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:10.621303
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/478194539/original.jpg,GBIF,United States of America,,38.9490120,-123.3325680,Jamie,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:10.427709
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/478187441/original.jpg,GBIF,United States of America,,39.1410020,-123.6748670,gwagy,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:10.363296
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/477948499/original.jpeg,GBIF,United States of America,,38.1701610,-122.7883680,relikeda,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:10.168610
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/478414692/original.jpg,GBIF,United States of America,,37.9127200,-122.6165620,taniajunes,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:10.104214
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/477672495/original.jpg,GBIF,United States of America,,40.3581720,-123.9943550,denisestephens,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:10.038847
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/478104411/original.jpeg,GBIF,United States of America,,38.4347580,-122.6117470,Sarah,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:09.975426
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/477685494/original.jpg,GBIF,United States of America,,38.7215140,-123.4545690,blueherren,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:09.911431
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/478104389/original.jpeg,GBIF,United States of America,,38.4349470,-122.6127920,Sarah,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:09.782048
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/478007548/original.jpg,GBIF,United States of America,,38.3565450,-123.0047080,Jennifer Chandler,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:09.583091
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/477980036/original.jpg,GBIF,United States of America,,37.9060530,-122.5822450,Todd Plummer,http://creativecommons.org/licenses/by-nc-sa/4.0/,2025-11-26 03:39:09.445925
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/477706926/original.jpg,GBIF,United States of America,,37.9135950,-122.6141370,dpflorence,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:09.381345
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/478104387/original.jpeg,GBIF,United States of America,,38.4354030,-122.6140360,Sarah,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:09.252177
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/478103758/original.jpeg,GBIF,United States of America,,38.4354640,-122.6143640,Sarah,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:08.926576
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/477965504/original.jpg,GBIF,United States of America,,37.9082850,-122.6020720,Lena Zentall,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:08.147526
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/478104448/original.jpeg,GBIF,United States of America,,38.4347080,-122.6117470,Sarah,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:07.882823
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/477689236/original.jpeg,GBIF,United States of America,,38.5341220,-123.0020860,Matthew Liggett,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:07.547511
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/477419358/original.jpg,GBIF,United States of America,,38.9582360,-123.1262230,Darcie Rose,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:07.483585
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/475011551/original.jpg,GBIF,United States of America,,38.0199280,-122.6548620,dianaham,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:07.417391
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/477112807/original.jpg,GBIF,Canada,,49.6600810,-116.9317760,Sachi Snively,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:07.288916
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/476809641/original.jpeg,GBIF,United States of America,,37.9019820,-122.6063690,Ben Sims,http://creativecommons.org/publicdomain/zero/1.0/,2025-11-26 03:39:07.225459
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/476879937/original.jpg,GBIF,United States of America,,37.9531230,-122.6090740,Lynn,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:06.971578
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/476247300/original.jpg,GBIF,United States of America,,37.9020370,-122.6054470,Star-flower,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:06.805492
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/476898040/original.jpeg,GBIF,United States of America,,37.9076690,-122.6008560,Viktor,http://creativecommons.org/licenses/by/4.0/,2025-11-26 03:39:06.725892
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/476787154/original.jpg,GBIF,United States of America,,38.4534460,-122.9459160,Amy Balkin,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:06.647752
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/477648776/original.jpg,GBIF,United States of America,,38.4354700,-122.6140220,Steve,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:06.389293
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/477086565/original.jpg,GBIF,Canada,,49.6572890,-116.9285260,Sachi Snively,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:06.239962
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/477085326/original.jpg,GBIF,Canada,,49.6572580,-116.9287220,Sachi Snively,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:06.110517
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/477098973/original.jpg,GBIF,Canada,,49.6577900,-116.9334040,Sachi Snively,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:05.965619
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/477042655/original.jpg,GBIF,United States of America,,37.9235630,-122.6200940,michellemoir,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:05.831540
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/477303378/original.jpg,GBIF,United States of America,,38.0035080,-122.6683120,dircasandderelicts,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:05.569770
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/475975377/original.jpeg,GBIF,United States of America,,38.5782800,-123.3297890,petulance,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:05.439901
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/476867957/original.jpeg,GBIF,United States of America,,39.0778500,-123.4749600,Marisa Rafter,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:05.310364
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/476789089/original.jpeg,GBIF,United States of America,,37.9019800,-122.6061490,Ben Sims,http://creativecommons.org/publicdomain/zero/1.0/,2025-11-26 03:39:05.245995
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/477006696/original.jpeg,GBIF,United States of America,,37.9076880,-122.6007610,serradura,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:05.180162
